id;titulo;status;tipo;area;participantes;part_mercado;data_solicitacao;data_aprov;data_divulgacao;data_limite;prorrogada_ate;data_entrega;dias_uteis_para_entrega;complexidade;tipo de resposta;tempo_preenchimento;objetivos;dia da semana de lançamento;dias úteis aberta;dias entre a solicitação e a divulgação;dias para tabulação;;;;;;;;;;;
237;Controle de Jornada e Banco de Horas 2025;Finalizada;Pesquisa fixa anual;Sindical Trabalhista e RH;70;53%;07/04/2025;;07/04/2025;17/04/2025;;22/05/2025;30;média;empresa;6;"gerar um panorama sobre como as empresas tem registrado e controlado a jornada/expediente dos colaboradores e entender se a prática de ""ponto por exceção"" tem sido aplicada para colaboradores administrativos e da produção, além de entrar no mérito da carga horária aplicada para a equipe de vendas.";2;9;0;25;;;;;;;;;;;
294;Área dedicada a Processos;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;33;27%;30/04/2025;;05/05/2025;09/05/2025;;22/05/2025;15;;empresa;2;gerar um panorama sobre como as empresas estruturam suas áreas dedicadas a processos e PMO (Project Management Office), entendendo se ambas estão juntas em uma estrutura única ou se estão separadas.;2;5;5;9;;;;;;;;;;;
276;Estrutura dos departamentos de Qualidade;Finalizada;Solicitação de associado;Assuntos Técnicos;75;43%;17/03/2025;;25/03/2025;04/04/2025;;26/05/2025;47;;empresa;6;mapear a estrutura dos departamentos de Qualidade nas indústrias farmacêuticas com plantas fabris instaladas no Brasil, identificando números de SKUs (por origem), quantitativos de funcionários, forma de subdivisão interna, linhas de reporte e a existência de atividades terceirizadas, a fim de subsidiar análises de gestão e controle da área.;3;9;8;36;;;;;;;;;;;
261;Antecipação da 1ª parcela do 13º salário;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;40;32%;12/05/2025;;12/05/2025;16/05/2025;;26/05/2025;11;;empresa;2;mapear as práticas adotadas pelas indústrias farmacêuticas quanto à antecipação da primeira parcela do 13º salário, incluindo o mês usual de pagamento e a aplicação de descontos relacionados a pensão alimentícia judicial.;2;5;0;6;;;;;;;;;;;
234;Treinamento & Desenvolvimento Corporativo 2025;Finalizada;Pesquisa fixa anual;Sindical Trabalhista e RH;59;37%;12/03/2025;;12/03/2025;28/03/2025;;28/05/2025;52;alta;empresa;14;se basear na pesquisa anual da Associação Brasileira de Treinamento e Desenvolvimento (ABTD), que apresenta o panorama do Treinamento & Desenvolvimento no Brasil, considerando diversos segmentos, para aproveitar a oportunidade de termos uma visão segmentada do setor farmacêutico, em específico para os colaboradores dos escritórios e das fábricas.;4;13;0;43;;;;;;;;;;;
293;Realização do Estudo de Branqueamento - Corticoides de uso tópico;Finalizada;Solicitação da área técnica;Assuntos Técnicos;55;51%;23/04/2025;;05/05/2025;20/05/2025;;29/05/2025;25;;empresa;6;prever o possível impacto para as empresas que possuem medicamentos de uso tópico que contenham corticoides, tendo em vista que os desafios para realização do estudo de branqueamento ainda estão sendo enfrentados.;2;12;12;7;;;;;;;;;;;
289;Análise Situacional em Saúde Digital;Finalizada;Solicitação de parceiro;Business Support;58;53%;03/04/2025;;08/04/2025;02/05/2025;16/05/2025;30/05/2025;38;;empresa;11;fazer uma análise situacional da indústria farmacêutica do país com relação a utilização da saúde digital, incluindo a inteligência artificial, e às expectativas que ela tem para sua implementação.;3;29;5;20;;;;;;;;;;;
292;Fornecimento pós-estudo no Brasil;Finalizada;Solicitação de associado;Assuntos Regulatórios;73;57%;17/04/2025;08/05/2025;16/05/2025;23/05/2025;;02/06/2025;29;;empresa;4;mapear a frequência, características e impactos das solicitações de fornecimento de medicação pós-estudo no Brasil, considerando o tipo de produto, fase do estudo e estratégias adotadas pelas empresas;6;6;29;6;;;;;;;;;;;
299;Gestão de equipamentos disponibilizados para Força de Vendas;Finalizada;Solicitação de associado;Business Support;27;44%;19/05/2025;;20/05/2025;30/05/2025;;04/06/2025;13;;empresa;3;mapear os equipamentos disponibilizados para os profissionais da Força de Vendas, entender os processos logísticos envolvidos no envio e devolução desses itens e identificar boas práticas adotadas.;3;9;1;3;;;;;;;;;;;
298;Bases de dados utilizadas para busca de literatura;Finalizada;Solicitação de associado;Assuntos Regulatórios;92;67%;14/05/2025;;20/05/2025;30/05/2025;;06/06/2025;18;;empresa;4;mapear as bases de dados científicas utilizadas pelas empresas na área de Farmacovigilância, identificando práticas adotadas, limitações enfrentadas e oportunidades de aprimoramento no processo de busca por literatura especializada.;3;9;6;5;;;;;;;;;;;
249;Estruturas de Marketing e Business Support 2025;Finalizada;Pesquisa fixa anual;Business Support;40;33%;28/04/2025;;29/04/2025;09/05/2025;23/05/2025;11/06/2025;31;alta;empresa;10;entender as estruturas de Marketing e Business Support junto às indústrias farmacêuticas, incluindo as áreas de Marketing, Inteligência de Mercado, Produtividade e Efetividade, Administração de Vendas, Treinamento de Vendas, Suporte ao paciente/Programa de Fidelidade, Eventos e Digital.;3;19;1;23;;;;;;;;;;;
300;Estrutura de Carreira em Y;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;47;50%;23/05/2025;;27/05/2025;03/06/2025;;11/06/2025;14;;empresa;7;mapear como as empresas estruturam e aplicam o modelo de carreira em Y, identificando critérios de progressão, práticas de avaliação, desafios enfrentados e aprendizados relevantes para valorização da trilha técnica.;3;6;4;6;;;;;;;;;;;
250;Benchmarking de Expectativas da Indústria Farmacêutica 2025-2026;Finalizada;Pesquisa fixa anual;Business Support;66;53%;19/05/2025;;19/05/2025;30/05/2025;13/06/2025;18/06/2025;23;média;empresa;8;fornecer uma análise detalhada das tendências e expectativas das indústrias farmacêuticas associadas ao Sindusfarma em relação ao mercado, aos índices econômicos, à geração de empregos e aos investimentos na área de Marketing no segundo semestre de 2025 e no ano de 2026.;2;20;0;13;;;;;;;;;;;
301;Fundo Cáli - Uso de informação de Sequência Digital sobre Recursos Genéticos (DSI);Finalizada;Pública;Assuntos Técnicos;22;33%;03/06/2025;;03/06/2025;13/06/2025;;18/06/2025;12;;empresa;3;mapear a presença de produtos de saúde baseados em Informação de Sequência Digital sobre Recursos Genéticos (DSI) oferecidos ao SUS, bem como compreender critérios considerados mais eficazes pelas indústrias farmacêuticas para a repartição de benefícios derivados do uso de DSI.;3;9;0;3;;;;;;;;;;;
240;Presença e Liderança Feminina no Mercado Farmacêutico 2025;Finalizada;Pesquisa fixa anual;Presidência;120;73%;14/04/2025;;14/04/2025;09/05/2025;30/05/2025;27/06/2025;49;alta;empresa;13;analisar e compreender o panorama da presença e representatividade das mulheres em cargos de liderança no contexto do mercado farmacêutico no Brasil. Esta é a terceira edição dessa pesquisa, portanto, continuaremos acompanhando algumas tendências nas informações obtidas.;2;35;0;35;;;;;;;;;;;
238;Gestão de Frotas de Veículos 2025;Finalizada;Pesquisa fixa anual;Sindical Trabalhista e RH;65;48%;19/05/2025;;19/05/2025;06/06/2025;;02/07/2025;31;alta;empresa;20;realizar um benchmarking completo sobre a gestão de frotas nas indústrias farmacêuticas, contemplando os modelos mais utilizados, as formas de aquisição dos veículos, os níveis elegíveis, a periodicidade de troca, o auxílio para combustível, as ações adotadas em caso de multas por infração de trânsito, as mudanças previstas para os próximos 12 meses, entre outros assuntos relevantes para o tema.;2;15;0;18;;;;;;;;;;;
309;Exigências e Protocolo 11305;Finalizada;Uso interno;Assuntos Regulatórios;7;27%;26/05/2025;;03/06/2025;17/06/2025;;02/07/2025;26;;empresa;;;3;11;8;11;;;;;;;;;;;
302;Taxa de resposta e estratégias de Follow Up;Finalizada;Solicitação de associado;Assuntos Regulatórios;52;41%;04/06/2025;;10/06/2025;18/06/2025;;03/07/2025;22;;empresa;4;mapear as práticas das empresas farmacêuticas quanto ao follow up em farmacovigilância, incluindo estratégias de contato, canais utilizados, mensuração de efetividade e ações de sensibilização do notificador.;3;7;6;11;;;;;;;;;;;
402;Benefícios durante o afastamento;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;;;11/06/2025;;18/06/2025;27/06/2025;;07/07/2025;19;;empresa;;mapear as políticas adotadas pelas empresas quanto à manutenção ou suspensão de benefícios trabalhistas durante afastamentos por licença maternidade, auxílio-doença, acidente de trabalho e doenças profissionais, a fim de identificar práticas consolidadas e respeitar os limites legais e convencionais.;4;8;7;6;;;;;;;;;;;
248;Benchmarking de Métricas para o SAC 2025;Finalizada;Pesquisa fixa anual;Assuntos Regulatórios;67;63%;03/06/2025;;03/06/2025;18/06/2025;;23/07/2025;37;alta;empresa;12;fornecer informações relevantes e atualizadas sobre as métricas utilizadas para avaliar o desempenho das áreas de SAC (Serviço de Atendimento ao Cliente) dos associados ao Sindusfarma. As informações geradas permitirão que os laboratórios ajustem suas estratégias de atendimento ao cliente, com o objetivo de aprimorar a qualidade do serviço prestado e, assim, aumentar a satisfação do cliente.;3;12;0;25;;;;;;;;;;;
308;Mapeamento Setorial de Inventário de Emissões de Gases de Efeito Estufa (GEE);Finalizada;Solicitação de parceiro;Assuntos Técnicos;53;58%;10/07/2025;;10/07/2025;18/07/2025;;23/07/2025;10;;empresa;10;identificar as características operacionais das empresas para a construção do inventário de emissões de gases de efeito estufa (GEE) das indústrias farmacêuticas, em parceria com o Instituto Via Green, bem como as práticas relacionadas às emissões de GEE. Esse mapeamento permitirá a compreensão da maturidade das empresas sobre o tema, das práticas ambientais adotadas e fornecerá insights relevantes sobre o segmento.;5;7;0;3;;;;;;;;;;;
307;Lei de Igualdade Salarial Nº 14.611-2023;Finalizada;Solicitação de associado;Mercado e Assuntos Jurídicos;68;69%;11/07/2025;;15/07/2025;22/07/2025;;25/07/2025;11;;empresa;4;mapear o estágio de adequação das indústrias farmacêuticas à Lei nº 14.611/2023, com foco na forma de comunicação dos planos de ação e nas responsabilidades internas envolvida.;3;6;4;3;;;;;;;;;;;
310;Estrutura dos Departamentos Ambulatorial e Pessoal;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;61;53%;15/07/2025;;16/07/2025;23/07/2025;;25/07/2025;9;;empresa;2;entender como está estruturado o quadro dos departamentos Ambulatorial e Pessoal nas empresas farmacêuticas, verificando se são próprios ou terceirizados, a distribuição dos colaboradores por cargo e sua representatividade em relação ao total de colaboradores da empresa.;4;6;1;2;;;;;;;;;;;
290;Índices de reclamação de mercado;Finalizada;Solicitação de associado;Assuntos Regulatórios;72;45%;14/05/2025;;25/06/2025;04/07/2025;;28/07/2025;51;;empresa;11;mapear as práticas adotadas pelas empresas quanto à gestão e tratamento de reclamações de mercado, sistemas utilizados, critérios de priorização, canais de recebimento, análise de causa e ações corretivas.;4;8;42;16;;;;;;;;;;;
242;Planos de Saúde e Redução de Sinistralidade 2025;Finalizada;Pesquisa fixa anual;Sindical Trabalhista e RH;68;59%;24/06/2025;;24/06/2025;11/07/2025;;29/07/2025;26;alta;empresa;15;fornecer informações consolidadas e detalhadas sobre as práticas em relação aos planos de saúde utilizados, às modalidades e abrangência dos planos, à coparticipação, ao reembolso e outros parâmetros, além de entender quais são os percentuais de sinistralidade e o que as indústrias têm feito para buscar reduzir este índice.;3;14;0;12;;;;;;;;;;;
318;Otimização da fila de análise (Registro de medicamentos);Finalizada;Solicitação da área técnica;Assuntos Regulatórios;96;66%;05/08/2025;;05/08/2025;07/08/2025;;08/08/2025;4;;empresa;5;coletar percepções e comentários sobre a possibilidade de adoção de estratégia, por parte da DIRE2/Anvisa, para otimização da fila de análise de registro de medicamentos. A DIRE2/Anvisa está avaliando publicar um edital abrindo caminho para que empresas substituam medicamentos na fila de registros. Neste formato, as indústrias farmacêuticas poderiam desistir de pedidos que estão mais adiantados na fila, para com isso, agilizar a avaliação de produtos que estão no fim da fila, mas são considerados mais estratégicos ou promissores para a empresa.;3;3;0;1;;;;;;;;;;;
311;Levantamento de Experiências Regulatórias com Bioisenção;Finalizada;Solicitação da área técnica;Assuntos Técnicos;69;54%;17/07/2025;;21/07/2025;08/08/2025;;11/08/2025;18;;empresa;3;coletar informações sobre experiências recentes de empresas do setor farmacêutico com a submissão de petições à Anvisa que incluam justificativas para isenção de estudos de bioequivalência, mesmo quando essas não estão claramente previstas na RDC 749/2022, que dispõe sobre isenção de estudos de bioequivalência/biodisponibilidade relativa.;2;15;4;1;;;;;;;;;;;
239;Pagamento de Bônus, PPR e PLR 2025;Finalizada;Pesquisa fixa anual;Sindical Trabalhista e RH;79;69%;09/06/2025;;09/06/2025;27/06/2025;;13/08/2025;45;alta;empresa;11;gerar um panorama das informações das indústrias farmacêuticas associadas ao Sindusfarma sobre os programas de bônus, PPR e PLR, investigando sua estrutura, composição, indicadores de desempenho, regras de pagamento e possíveis mudanças futuras.;2;15;0;33;;;;;;;;;;;
251;Treinamento da Força de Vendas 2025;Finalizada;Pesquisa fixa anual;Business Support;36;32%;09/06/2025;;09/06/2025;27/06/2025;;13/08/2025;45;alta;empresa;14;Este benchmarking teve como base a pesquisa anual da ABTD, que apresenta o panorama do treinamento & desenvolvimento no Brasil, considerando diversos segmentos e se tornando uma oportunidade ímpar de termos uma visão da dinâmica do nosso setor. A pesquisa aborda diversas informações, entre elas: Perfis das empresas, nível de investimento, volume de treinamento, estrutura das áreas de treinamento, distribuição de gastos e mensuração dos resultados em T&D.;2;15;0;33;;;;;;;;;;;
315;Cargo de Promotor de Merchandising;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;41;45%;25/07/2025;;05/08/2025;08/08/2025;12/08/2025;13/08/2025;14;;empresa;;mapear a existência, o controle de jornada, a sistemática de atuação e o vínculo sindical dos promotores de merchandising nas indústrias farmacêuticas;3;6;11;3;;;;;;;;;;;
312;Nova Estrutura de Comitês e Grupos de Trabalho;Finalizada;Uso interno;Presidência;14;;23/07/2025;;23/07/2025;31/07/2025;;14/08/2025;17;;indivíduo;4;coletar sugestões de critérios para o acesso e a composição dos comitês e grupos de trabalho nas novas categorias.;4;7;0;10;;;;;;;;;;;
306;Multiplicadores de Compliance;Finalizada;Solicitação de associado;Mercado e Assuntos Jurídicos;42;28%;04/08/2025;;14/08/2025;21/08/2025;;26/08/2025;17;;empresa;4;mapear a existência de programas formais de multiplicadores de compliance nas empresas, entender como esses colaboradores — que atuam como embaixadores ou facilitadores das práticas de compliance em suas áreas — são selecionados, treinados e reconhecidos, além de levantar os principais formatos e desafios relacionados à implementação dessa iniciativa.;5;6;10;3;;;;;;;;;;;
252;Satisfação com os provedores Close-Up e IQVIA 2025;Finalizada;Pesquisa fixa anual;Business Support;31;35%;05/08/2025;;05/08/2025;22/08/2025;;28/08/2025;18;alta;empresa;;avaliar a satisfação das Indústrias Farmacêuticas em relação aos provedores de informação: Close-up e IQVIA.;3;14;0;4;;;;;;;;;;;
319;Subsídio de Medicamentos Através de Empresa Externa;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;59;56%;08/08/2025;;19/08/2025;26/08/2025;;28/08/2025;15;;empresa;;avaliar quais fornecedores administram o benefício de subsídio para medicamentos, identificar práticas relacionadas ao uso de aplicativos, levantar eventuais dificuldades enfrentadas pelos colaboradores e entender as perspectivas das empresas sobre revisão ou troca de fornecedores no curto prazo.;3;6;11;2;;;;;;;;;;;
320;Estrutura de Folha de Pagamento e Benefícios na América Latina;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;61;49%;18/08/2025;;27/08/2025;02/09/2025;;05/09/2025;15;;empresa;;mapear a estrutura, os sistemas, os fornecedores e as práticas adotadas pelas empresas farmacêuticas na gestão da folha de pagamento e benefícios na América Latina, identificando tendências de centralização, terceirização e integração entre países.;4;5;9;3;;;;;;;;;;;
316;Atuação da Garantia da Qualidade em Notificações de Eventos Adversos;Finalizada;Solicitação de associado;Assuntos Técnicos;112;75%;30/07/2025;;27/08/2025;03/09/2025;;08/09/2025;29;;empresa;4;mapear como a área de Garantia da Qualidade das empresas farmacêuticas atua no suporte às notificações de eventos adversos, reações inesperadas, inefetividade terapêutica e outros relatos relacionados à segurança e eficácia de medicamentos.;4;6;28;3;;;;;;;;;;;
321;Plano de Gerenciamento de Risco (PGR) em Farmacovigilância;Finalizada;Solicitação de associado;Assuntos Regulatórios;99;74%;22/08/2025;;26/08/2025;05/09/2025;;09/09/2025;13;;empresa;;mapear os modelos de Plano de Gerenciamento de Risco (PGR) submetidos por empresas multinacionais à Anvisa, identificar critérios de escolha e nível de adaptação local, além de levantar desafios enfrentados no processo de submissão.;3;9;4;2;;;;;;;;;;;
325;Acesso a Medicamentos para Colaboradores Afastados;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;58;57%;28/08/2025;;01/09/2025;05/09/2025;;10/09/2025;10;;empresa;;;2;5;4;3;;;;;;;;;;;
326;Crédito do trabalhador via FGTS Digital;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;71;52%;28/08/2025;;03/09/2025;09/09/2025;;10/09/2025;10;;empresa;3;mapear como as empresas estão operacionalizando o desconto do Crédito do Trabalhador via FGTS Digital na folha de pagamento, verificar se os sistemas estão preparados e identificar boas práticas internas que assegurem o cumprimento do limite legal de até 35% do salário líquido.;4;5;6;1;;;;;;;;;;;
332;Consulta Pública SECTICS/MS nº 69/2025 – Pesquisa Clínica no Brasil;Finalizada;Solicitação da área técnica;Assuntos Regulatórios;44;61%;05/09/2025;;05/09/2025;11/09/2025;;12/09/2025;6;;empresa;10;coletar insumos sobre as principais dificuldades e desafios enfrentados pelas indústrias farmacêuticas no fortalecimento do ambiente de pesquisa clínica no Brasil, destacando que esta consulta é conduzida pela Central de Pesquisas de forma excepcional, devido à subjetividade da matéria, sem intenção de estabelecer um novo padrão recorrente para contribuições a consultas públicas.;6;5;0;1;;;;;;;;;;;
314;Construção do Inventário de Emissões de Gases de Efeito Estufa GEE;Finalizada;Solicitação de parceiro;Assuntos Técnicos;38;52%;13/08/2025;;13/08/2025;05/09/2025;12/09/2025;15/09/2025;24;;empresa;17;subsidiar o Primeiro Inventário de Emissão de Gases de Efeito Estufa (GEE) do setor farmacêutico, em parceria com o Instituto ViaGreen. O questionário está dividido em Escopo 1, Escopo 2 e Escopo 3.;4;23;0;6;;;;;;;;;;;
333;Controle de jornada em trabalho remoto;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;66;50%;09/09/2025;;11/09/2025;15/09/2025;;16/09/2025;6;;empresa;3;mapear as práticas de home office adotadas pelas empresas farmacêuticas e compreender como é feito o controle de utilização, incluindo possíveis ferramentas de monitoramento de atividades.;5;3;2;1;;;;;;;;;;;
324;VORA - Nova Comunidade da área de Acesso ao Mercado;Finalizada;Solicitação da área técnica;Acesso e Precificação;54;37%;20/08/2025;;25/08/2025;05/09/2025;;17/09/2025;21;;indivíduo;6;identificar os principais desafios práticos enfrentados pelo setor farmacêutico na área de acesso ao mercado, além de priorizar temas e formatos de conteúdo que orientem as entregas da Comunidade VORA. Busca-se também mapear o interesse e a disponibilidade de profissionais para participação nas iniciativas da comunidade.;2;10;5;8;;;;;;;;;;;
322;Estruturas de Informações Médicas no Brasil;Finalizada;Solicitação da área técnica;Assuntos Regulatórios;77;75%;19/08/2025;;04/09/2025;12/09/2025;;18/09/2025;23;;empresa;6;mapear a organização e os modelos adotados pelas indústrias farmacêuticas para as áreas de SAC e Informações Médicas, incluindo formatos de operação, composição das equipes, canais de atendimento, tempo de resposta e práticas relacionadas à busca de literatura científica.;5;7;16;4;;;;;;;;;;;
327;Programas e Ações de Qualidade de Vida nas Empresas;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;55;35%;28/08/2025;;10/09/2025;12/09/2025;;22/09/2025;18;;empresa;;;4;3;13;6;;;;;;;;;;;
328;Exames Médicos Periódicos;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;73;56%;02/09/2025;;16/09/2025;18/09/2025;;22/09/2025;15;;empresa;3;mapear como as empresas do setor farmacêutico organizam a gestão de exames médicos periódicos quando não possuem ambulatório ou enfermeiro do trabalho interno.;3;3;14;2;;;;;;;;;;;
330;Consultas de Pré-Submissão e Bioisenção;Finalizada;Solicitação de associado;Assuntos Regulatórios;74;64%;03/09/2025;;15/09/2025;19/09/2025;;23/09/2025;15;;empresa;5;mapear a experiência das indústrias farmacêuticas com a utilização da Consulta Pré-Submissão e da Consulta de Bioisenção na Anvisa, identificando práticas de alinhamento prévio, momento de protocolo, tempo de resposta, volume de processos em análise e impacto das respostas recebidas.;2;5;12;2;;;;;;;;;;;
253;Programa Educacional Sindusfarma 2026;Finalizada;Pesquisa fixa anual;Programa Educacional;358;79%;09/09/2025;;09/09/2025;19/09/2025;;29/09/2025;15;média;indivíduo;;;3;9;0;6;;;;;;;;;;;
329;Aviso Prévio;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;65;45%;08/09/2025;;23/09/2025;26/09/2025;;01/10/2025;18;;empresa;;;3;4;15;3;;;;;;;;;;;
334;Consulta sobre Exportação Transferência de Tecnologia e Investimento 2025;Finalizada;Pública;Acesso e Precificação;60;48%;12/09/2025;;16/09/2025;26/09/2025;;01/10/2025;14;;empresa;7;facilitar o direcionamento das próximas consultas que forem recebidas pela CGIS. Ao saber de antemão quais são os interesses internacionais das indústrias farmacêuticas, quando precisar se manifestar frente às solicitações da ASINT ou do MRE, a CGIS priorizará os países e os mercados que forem previamente sinalizados pelo setor.;3;9;4;3;;;;;;;;;;;
340;RPBR: Impactos e Desafios do Novo Cronograma;Finalizada;Solicitação da área técnica;Assuntos Regulatórios;87;65%;19/09/2025;;22/09/2025;26/09/2025;;01/10/2025;9;;empresa;5;mapear como as empresas estão se preparando para atender ao novo cronograma de elaboração dos Relatórios Periódicos de Avaliação Benefício-Risco (RPBR), identificando impactos, desafios, uso de inteligência artificial e estratégias de adequação.;2;5;3;3;;;;;;;;;;;
331;Indicadores de Farmacovigilância;Finalizada;Solicitação da área técnica;Assuntos Regulatórios;95;61%;04/09/2025;;18/09/2025;26/09/2025;;02/10/2025;21;;empresa;;;5;7;14;4;;;;;;;;;;;
254;Empresa mais admirada 2025;Finalizada;Uso interno;Business Support;139;59%;16/09/2025;;16/09/2025;24/09/2025;;02/10/2025;13;;indivíduo;;;3;7;0;6;;;;;;;;;;;
243;Avaliação de Desempenho 2025;Finalizada;Pesquisa fixa anual;Sindical Trabalhista e RH;65;49%;08/09/2025;;08/09/2025;26/09/2025;;03/10/2025;20;média;empresa;5;entender a prática das empresas em realização aos tipos de avaliação de desempenho individual, para quais públicos se aplicam, se são utilizados para mérito/reconhecimento e outros parâmetros, além de explorar métodos de gestão de talentos como a Matriz 9Box.;2;15;0;5;;;;;;;;;;;
336;Previdência Complementar e Adesão Automática;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;54;39%;12/09/2025;;30/09/2025;03/10/2025;;06/10/2025;17;;empresa;;;3;4;18;1;;;;;;;;;;;
335;Saúde Ocupacional em Times de Campo;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;64;51%;10/09/2025;;01/10/2025;06/10/2025;;08/10/2025;21;;empresa;;;4;4;21;2;;;;;;;;;;;
343;Notificações de atualização de bula;Finalizada;Solicitação de associado;Assuntos Regulatórios;105;74%;23/09/2025;;03/10/2025;10/10/2025;;15/10/2025;17;;empresa;;;6;6;10;3;;;;;;;;;;;
345;Visitação médica durante a COP30;Finalizada;Solicitação da área técnica;Sindical Trabalhista e RH;37;39%;03/10/2025;;07/10/2025;10/10/2025;;15/10/2025;9;;empresa;3;mapear como as empresas estão planejando a atuação de suas equipes de visita médica durante a COP 30 (Conferência das Nações Unidas sobre as Mudanças Climáticas de 2025), que ocorrerá no dia 10 e 21 de novembro de 2025, considerando possíveis ajustes operacionais e de deslocamento.;3;4;4;3;;;;;;;;;;;
347;Setor farmacêutico no J.P. Morgan Healthcare Conference;Finalizada;Solicitação de parceiro;Acesso e Precificação;78;39%;06/10/2025;;13/10/2025;17/10/2025;;20/10/2025;11;;empresa;2;conhecer a demanda dos associados Sindusfarma para a participação no J.P. Morgan Healthcare Conference, em 2026, em parceria com a Associação Brasileira da Indústria de Insumos Farmacêuticos (Abiquifi).;2;5;7;1;;;;;;;;;;;
287;Cesta de Natal 2025;Finalizada;Pesquisa fixa anual;Sindical Trabalhista e RH;70;61%;06/10/2025;;06/10/2025;10/10/2025;;22/10/2025;13;baixa;empresa;3;entender o que as empresas oferecem aos colaboradores em relação ao feriado de Natal, como cestas, cartões, valores em dinheiro, acréscimo no vale-refeição e outros.;2;5;0;8;;;;;;;;;;;
255;Transformação Digital 2025;Finalizada;Pesquisa fixa anual;Business Support;38;30%;06/10/2025;;06/10/2025;17/10/2025;;27/10/2025;16;alta;empresa;12;Em um mundo de acesso ilimitado à informação e de múltiplos canais de comunicação, os laboratórios farmacêuticos têm de desenvolver os recursos para antecipar ou reagir rapidamente a essas novas fontes de evidência e permanecer a principal fonte de autoridade no desempenho de seus produtos. A pesquisa abordará estratégias, além da parte operacional, para entender o momento de vocês neste processo de Transformação Digital.;2;10;0;6;;;;;;;;;;;
344;Indicadores de Remuneração Variável;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;57;42%;01/10/2025;;24/10/2025;29/10/2025;;31/10/2025;23;;empresa;3;mapear como as indústrias farmacêuticas estruturam seus programas de Remuneração Variável, considerando as diferentes modalidades adotadas, como comissões, premiações e programas de participação nos resultados (PPR/PLR).;6;4;23;2;;;;;;;;;;;
352;Práticas da NR-01 - Riscos Psicossociais;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;73;52%;17/10/2025;;22/10/2025;28/10/2025;;04/11/2025;13;;empresa;4;mapear as ações e estratégias adotadas pelas indústrias farmacêuticas para adequação à nova NR-01 (Norma Regulamentadora nº 1), que estabelece as diretrizes gerais de segurança e saúde no trabalho e o gerenciamento dos riscos ocupacionais, incluindo os riscos psicossociais. O foco está na avaliação e gestão desses riscos, no engajamento da liderança e no apoio especializado das empresas.;4;5;5;5;;;;;;;;;;;
350;Nomenclatura dos cargos de Engenharia;Finalizada;Solicitação de associado;Sindical Trabalhista e RH;29;32%;15/10/2025;;23/10/2025;29/10/2025;;05/11/2025;16;;empresa;4;mapear as nomenclaturas adotadas para cargos de engenharia nas indústrias farmacêuticas e identificar critérios de remuneração aplicados, considerando o respeito ao piso salarial definido pelo CREA (Conselho Regional de Engenharia e Agronomia) e as políticas internas de cargos e salários.;5;5;8;5;;;;;;;;;;;
244;Férias coletivas e Recesso no Final do Ano de 2025;Finalizada;Pesquisa fixa anual;Sindical Trabalhista e RH;77;55%;20/10/2025;;20/10/2025;31/10/2025;;06/11/2025;14;média;empresa;7;entender como as empresas estão planejando os períodos de recesso e férias coletivas para os colaboradores da Força de Vendas e do Escritório/Administrativo. Isso abrange a investigação dos períodos programados, a flexibilidade das férias coletivas, políticas de utilização do tempo restante, compensação de dias de recesso e a presença de um calendário anual de compensações.;2;10;0;4;;;;;;;;;;;
348;Prontidão e Adoção de Inteligência Artificial nas Indústrias Farmacêuticas;Finalizada;Solicitação de parceiro;Business Support;58;50%;17/10/2025;;27/10/2025;07/11/2025;;12/11/2025;19;;empresa;6;avaliar o grau de prontidão das indústrias farmacêuticas na adoção de soluções de inteligência artificial (IA), compreender o estágio de implementação de ferramentas generativas, o engajamento dos colaboradores, e mapear os principais formatos de capacitação e áreas prioritárias para o desenvolvimento de competências digitais.;2;10;10;3;;;;;;;;;;;
256;Premiação da Força de Vendas 2025;Finalizada;Pesquisa fixa anual;Business Support;52;39%;20/10/2025;;20/10/2025;31/10/2025;;17/11/2025;21;alta;empresa;15;"entender como estão estruturados e governados os programas de Remuneração variável e campanhas de incentivos para os seguintes perfis:
· Sell-Out/Gerador de Demanda (Visitador Médico/Visitador PDV);
· Institucional/Hospitalar/Clinicas/Público ou Privado (G.Demanda/G.Venda/Acesso);
· Sell-In/Venda (KAM; Vendedor)";2;10;0;11;;;;;;;;;;;
